
NOTICE: Existing SQLite export found: profiles/gan_profile.sqlite
        It is assumed file was previously exported from: profiles/gan_profile.nsys-rep
        Consider using --force-export=true if needed.

Processing [profiles/gan_profile.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-x64/reports/cuda_api_sum.py]... 

 ** CUDA API Summary (cuda_api_sum):

 Time (%)  Total Time (ns)  Num Calls    Avg (ns)      Med (ns)     Min (ns)    Max (ns)    StdDev (ns)                         Name                      
      0.0           77,663          1     77,663.0     77,663.0     77,663     77,663          0.0  triton_tem_fused__to_copy_convolution_56                                                            
      0.0           71,325          6     11,887.5     11,999.5     11,295     12,096        303.0  triton_poi_fused_leaky_relu_backward_40                                                             
      0.0           70,848          1     70,848.0     70,848.0     70,848     70,848          0.0  triton_red_fused_convolution_backward_24                                                            
      0.0           70,304         44      1,597.8      1,616.0      1,472      1,792        105.9  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, st…
      0.0           68,416         44      1,554.9      1,552.0      1,440      1,664         96.4  void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(a…
      0.0           67,871         10      6,787.1      6,464.0      6,303      9,376        934.0  triton_red_fused_convolution_backward_42                                                            
      0.0           67,199          1     67,199.0     67,199.0     67,199     67,199          0.0  triton_tem_fused__to_copy_convolution_67                                                            
      0.0           64,383          1     64,383.0     64,383.0     64,383     64,383          0.0  sm90_xmma_wgrad_indexed_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize256x64x64_warpgrou…
      0.0           60,639          1     60,639.0     60,639.0     60,639     60,639          0.0  triton_poi_fused_cat_63                                                                             
      0.0           55,520          8      6,940.0      6,800.0      6,112      7,936        635.3  sm90_xmma_wgrad_indexed_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_warpgroup…
      0.0           54,879          1     54,879.0     54,879.0     54,879     54,879          0.0  triton_tem_fused__to_copy_convolution_62                                                            
      0.0           52,383          1     52,383.0     52,383.0     52,383     52,383          0.0  triton_poi_fused_leaky_relu_backward_68                                                             
      0.0           50,335          1     50,335.0     50,335.0     50,335     50,335          0.0  triton_tem_fused__to_copy_convolution_65                                                            
      0.0           50,271          1     50,271.0     50,271.0     50,271     50,271          0.0  nvjet_tst_64x128_64x8_1x1_v_ssched_bz_NTN                                                           
      0.0           47,872          1     47,872.0     47,872.0     47,872     47,872          0.0  triton_tem_fused__to_copy_convolution_leaky_relu_58                                                 
      0.0           45,087          1     45,087.0     45,087.0     45,087     45,087          0.0  sm90_xmma_wgrad_indexed_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize64x128x64_warpgrou…
      0.0           42,591          1     42,591.0     42,591.0     42,591     42,591          0.0  triton_poi_fused__to_copy_cat_55                                                                    
      0.0           42,399          1     42,399.0     42,399.0     42,399     42,399          0.0  nvjet_tst_64x128_64x8_1x1_v_ssched_bz_NNN                                                           
      0.0           38,432          2     19,216.0     19,216.0     16,256     22,176      4,186.1  sm80_xmma_wgrad_implicit_gemm_indexed_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage4_wa…
      0.0           37,952          1     37,952.0     37,952.0     37,952     37,952          0.0  nvjet_tst_64x192_64x6_1x2_h_ssched_bz_NTN                                                           
      0.0           37,888          3     12,629.3     14,112.0      9,216     14,560      2,964.5  triton_poi_fused__to_copy_convolution_leaky_relu_leaky_relu_backward_50                             
      0.0           36,672          1     36,672.0     36,672.0     36,672     36,672          0.0  triton_red_fused__to_copy_convolution_backward_29                                                   
      0.0           36,512          4      9,128.0      9,152.0      8,960      9,248        131.6  sm90_xmma_wgrad_indexed_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize128x128x64_warpgro…
      0.0           34,528          1     34,528.0     34,528.0     34,528     34,528          0.0  sm90_xmma_dgrad_implicit_gemm_indexed_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize256x128x64_warpgro…
      0.0           25,152          4      6,288.0      6,336.0      6,048      6,432        174.3  triton_poi_fused__to_copy_convolution_leaky_relu_59                                                 
      0.0           23,296          4      5,824.0      5,840.0      4,864      6,752      1,002.1  triton_poi_fused__to_copy_convolution_leaky_relu_leaky_relu_backward_54                             
      0.0           21,696         14      1,549.7      1,536.0      1,344      1,920        137.9  triton_poi_fused__to_copy_2                                                                         
      0.0           21,088          1     21,088.0     21,088.0     21,088     21,088          0.0  triton_poi_fused_leaky_relu_backward_62                                                             
      0.0           20,543         11      1,867.5      1,824.0      1,792      1,983         73.2  triton_per_fused__to_copy_convolution_backward_26                                                   
      0.0           20,159          1     20,159.0     20,159.0     20,159     20,159          0.0  sm90_xmma_dgrad_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize64x256x64_warpgroupsize1x1…
      0.0           19,104          1     19,104.0     19,104.0     19,104     19,104          0.0  triton_poi_fused_leaky_relu_backward_35                                                             
      0.0           17,536          6      2,922.7      2,992.0      2,112      3,360        433.9  triton_poi_fused__to_copy_22                                                                        
      0.0           17,248          1     17,248.0     17,248.0     17,248     17,248          0.0  triton_poi_fused_leaky_relu_backward_61                                                             
      0.0           17,024          9      1,891.6      1,920.0      1,664      2,080        149.6  triton_per_fused__to_copy_convolution_backward_19                                                   
      0.0           17,024          9      1,891.6      1,920.0      1,728      2,048        107.9  triton_per_fused__to_copy_convolution_backward_33                                                   
      0.0           16,992          2      8,496.0      8,496.0      8,160      8,832        475.2  sm80_xmma_wgrad_implicit_gemm_indexed_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize64x32x64_stage5_wa…
      0.0           16,512          1     16,512.0     16,512.0     16,512     16,512          0.0  triton_red_fused_convolution_backward_70                                                            
      0.0           16,064          1     16,064.0     16,064.0     16,064     16,064          0.0  triton_poi_fused_add_leaky_relu_backward_46                                                         
      0.0           14,432          1     14,432.0     14,432.0     14,432     14,432          0.0  void magma_sgemmEx_kernel<float, __nv_bfloat16, float, (bool)1, (bool)0, (int)6, (int)4, (int)6, (i…
      0.0           13,344          6      2,224.0      2,208.0      2,048      2,368        127.6  triton_poi_fused__to_copy_20                                                                        
      0.0           12,320          1     12,320.0     12,320.0     12,320     12,320          0.0  triton_red_fused__to_copy_convolution_backward_38                                                   
      0.0           12,224          1     12,224.0     12,224.0     12,224     12,224          0.0  triton_poi_fused__to_copy_convolution_leaky_relu_leaky_relu_backward_64                             
      0.0           11,520          5      2,304.0      2,336.0      2,176      2,368         75.0  triton_poi_fused__to_copy_43                                                                        
      0.0           11,232          1     11,232.0     11,232.0     11,232     11,232          0.0  triton_red_fused_leaky_relu_mul_sum_60                                                              
      0.0           10,976          1     10,976.0     10,976.0     10,976     10,976          0.0  triton_per_fused_leaky_relu_leaky_relu_backward_mul_sum_59                                          
      0.0           10,944          1     10,944.0     10,944.0     10,944     10,944          0.0  triton_poi_fused_leaky_relu_backward_44                                                             
      0.0           10,880          5      2,176.0      2,272.0      1,760      2,432        259.0  triton_poi_fused__to_copy_34                                                                        
      0.0           10,623          1     10,623.0     10,623.0     10,623     10,623          0.0  void tensorTransformGeneric<__nv_bfloat16, __nv_bfloat16, float, (bool)1, (bool)0, (bool)0, (cudnnK…
      0.0           10,432          1     10,432.0     10,432.0     10,432     10,432          0.0  triton_poi_fused_leaky_relu_backward_51                                                             
      0.0           10,176          1     10,176.0     10,176.0     10,176     10,176          0.0  triton_poi_fused_leaky_relu_backward_50                                                             
      0.0            9,888          6      1,648.0      1,616.0      1,312      1,952        231.4  void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<long>, std::array<ch…
      0.0            9,504          5      1,900.8      1,888.0      1,856      1,952         36.5  triton_poi_fused__to_copy_11                                                                        
      0.0            8,640          4      2,160.0      2,160.0      2,080      2,240         66.6  triton_poi_fused__to_copy_27                                                                        
      0.0            8,608          1      8,608.0      8,608.0      8,608      8,608          0.0  sm90_xmma_wgrad_indexed_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize256x64x64_warpgrou…
      0.0            7,968          1      7,968.0      7,968.0      7,968      7,968          0.0  triton_poi_fused_cat_57                                                                             
      0.0            7,616          1      7,616.0      7,616.0      7,616      7,616          0.0  void cutlass::Kernel2<cutlass_75_wmma_tensorop_s161616gemm_bf16_32x32_32x1_tn_align1>(T1::Params)   
      0.0            7,200          1      7,200.0      7,200.0      7,200      7,200          0.0  sm90_xmma_wgrad_indexed_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize128x64x64_warpgrou…
      0.0            7,104          1      7,104.0      7,104.0      7,104      7,104          0.0  triton_per_fused_leaky_relu_leaky_relu_backward_mul_sum_48                                          
      0.0            6,464          1      6,464.0      6,464.0      6,464      6,464          0.0  triton_red_fused_leaky_relu_mul_sum_49                                                              
      0.0            5,312          3      1,770.7      1,792.0      1,664      1,856         97.8  triton_poi_fused__to_copy_4                                                                         
      0.0            4,960          2      2,480.0      2,480.0      2,080      2,880        565.7  triton_poi_fused__to_copy_17                                                                        
      0.0            4,832          2      2,416.0      2,416.0      2,176      2,656        339.4  triton_poi_fused__to_copy_7                                                                         
      0.0            4,704          2      2,352.0      2,352.0      2,016      2,688        475.2  triton_poi_fused__to_copy_3                                                                         
      0.0            4,416          2      2,208.0      2,208.0      2,144      2,272         90.5  triton_poi_fused__to_copy_28                                                                        
      0.0            4,288          2      2,144.0      2,144.0      1,856      2,432        407.3  triton_poi_fused__to_copy_31                                                                        
      0.0            3,647          2      1,823.5      1,823.5      1,759      1,888         91.2  triton_poi_fused__to_copy_9                                                                         
      0.0            3,616          1      3,616.0      3,616.0      3,616      3,616          0.0  triton_red_fused__to_copy_convolution_backward_78                                                   
      0.0            3,456          1      3,456.0      3,456.0      3,456      3,456          0.0  triton_red_fused__to_copy_convolution_backward_53                                                   
      0.0            3,328          1      3,328.0      3,328.0      3,328      3,328          0.0  triton_red_fused__to_copy_convolution_backward_64                                                   
      0.0            3,136          1      3,136.0      3,136.0      3,136      3,136          0.0  triton_tem_fused__to_copy_convolution_38                                                            
      0.0            3,136          2      1,568.0      1,568.0      1,472      1,664        135.8  triton_poi_fused__to_copy_convolution_25                                                            
      0.0            2,784          1      2,784.0      2,784.0      2,784      2,784          0.0  triton_tem_fused__to_copy_convolution_42                                                            
      0.0            2,752          1      2,752.0      2,752.0      2,752      2,752          0.0  triton_red_fused_leaky_relu_mul_sum_65                                                              
      0.0            2,720          1      2,720.0      2,720.0      2,720      2,720          0.0  triton_red_fused_leaky_relu_mul_sum_54                                                              
      0.0            2,592          1      2,592.0      2,592.0      2,592      2,592          0.0  triton_tem_fused__to_copy_convolution_41                                                            
      0.0            2,527          1      2,527.0      2,527.0      2,527      2,527          0.0  triton_red_fused__to_copy_convolution_backward_89                                                   
      0.0            2,464          1      2,464.0      2,464.0      2,464      2,464          0.0  triton_tem_fused__to_copy_convolution_40                                                            
      0.0            2,400          1      2,400.0      2,400.0      2,400      2,400          0.0  triton_red_fused_leaky_relu_mul_sum_79                                                              
      0.0            2,304          1      2,304.0      2,304.0      2,304      2,304          0.0  triton_poi_fused__to_copy_24                                                                        
      0.0            2,272          1      2,272.0      2,272.0      2,272      2,272          0.0  triton_poi_fused__to_copy_18                                                                        
      0.0            2,240          1      2,240.0      2,240.0      2,240      2,240          0.0  triton_poi_fused__to_copy_58                                                                        
      0.0            2,208          1      2,208.0      2,208.0      2,208      2,208          0.0  triton_poi_fused__to_copy_23                                                                        
      0.0            2,208          1      2,208.0      2,208.0      2,208      2,208          0.0  triton_poi_fused__to_copy_36                                                                        
      0.0            2,208          1      2,208.0      2,208.0      2,208      2,208          0.0  triton_poi_fused__to_copy_52                                                                        
      0.0            2,176          1      2,176.0      2,176.0      2,176      2,176          0.0  triton_poi_fused__to_copy_57                                                                        
      0.0            2,144          1      2,144.0      2,144.0      2,144      2,144          0.0  triton_poi_fused__to_copy_45                                                                        
      0.0            2,112          1      2,112.0      2,112.0      2,112      2,112          0.0  triton_per_fused__to_copy_convolution_backward_11                                                   
      0.0            2,112          1      2,112.0      2,112.0      2,112      2,112          0.0  triton_per_fused__to_copy_convolution_backward_15                                                   
      0.0            2,112          1      2,112.0      2,112.0      2,112      2,112          0.0  triton_poi_fused__to_copy_0                                                                         
      0.0            2,112          1      2,112.0      2,112.0      2,112      2,112          0.0  triton_poi_fused__to_copy_12                                                                        
      0.0            2,112          1      2,112.0      2,112.0      2,112      2,112          0.0  triton_poi_fused__to_copy_14                                                                        
      0.0            2,112          1      2,112.0      2,112.0      2,112      2,112          0.0  triton_poi_fused__to_copy_77                                                                        
      0.0            2,080          1      2,080.0      2,080.0      2,080      2,080          0.0  triton_poi_fused__to_copy_21                                                                        
      0.0            2,080          1      2,080.0      2,080.0      2,080      2,080          0.0  triton_poi_fused__to_copy_47                                                                        
      0.0            2,080          1      2,080.0      2,080.0      2,080      2,080          0.0  triton_poi_fused__to_copy_83                                                                        
      0.0            2,048          1      2,048.0      2,048.0      2,048      2,048          0.0  triton_poi_fused__to_copy_16                                                                        
      0.0            2,048          1      2,048.0      2,048.0      2,048      2,048          0.0  triton_poi_fused__to_copy_25                                                                        
      0.0            2,016          1      2,016.0      2,016.0      2,016      2,016          0.0  triton_poi_fused__to_copy_29                                                                        
      0.0            2,016          1      2,016.0      2,016.0      2,016      2,016          0.0  triton_poi_fused__to_copy_63                                                                        
      0.0            1,984          1      1,984.0      1,984.0      1,984      1,984          0.0  triton_poi_fused__to_copy_10                                                                        
      0.0            1,984          1      1,984.0      1,984.0      1,984      1,984          0.0  triton_poi_fused__to_copy_30                                                                        
      0.0            1,984          1      1,984.0      1,984.0      1,984      1,984          0.0  triton_poi_fused__to_copy_41                                                                        
      0.0            1,984          1      1,984.0      1,984.0      1,984      1,984          0.0  triton_poi_fused__to_copy_69                                                                        
      0.0            1,952          1      1,952.0      1,952.0      1,952      1,952          0.0  triton_per_fused__to_copy_convolution_backward_71                                                   
      0.0            1,952          1      1,952.0      1,952.0      1,952      1,952          0.0  triton_poi_fused__to_copy_13                                                                        
      0.0            1,952          1      1,952.0      1,952.0      1,952      1,952          0.0  triton_poi_fused__to_copy_39                                                                        
      0.0            1,920          1      1,920.0      1,920.0      1,920      1,920          0.0  triton_poi_fused__to_copy_56                                                                        
      0.0            1,920          1      1,920.0      1,920.0      1,920      1,920          0.0  triton_poi_fused__to_copy_8                                                                         
      0.0            1,888          1      1,888.0      1,888.0      1,888      1,888          0.0  triton_poi_fused__to_copy_19                                                                        
      0.0            1,888          1      1,888.0      1,888.0      1,888      1,888          0.0  triton_poi_fused__to_copy_26                                                                        
      0.0            1,888          1      1,888.0      1,888.0      1,888      1,888          0.0  triton_poi_fused__to_copy_6                                                                         
      0.0            1,888          1      1,888.0      1,888.0      1,888      1,888          0.0  triton_poi_fused__to_copy_93                                                                        
      0.0            1,856          1      1,856.0      1,856.0      1,856      1,856          0.0  triton_poi_fused__to_copy_32                                                                        
      0.0            1,856          1      1,856.0      1,856.0      1,856      1,856          0.0  triton_poi_fused__to_copy_33                                                                        
      0.0            1,856          1      1,856.0      1,856.0      1,856      1,856          0.0  triton_poi_fused__to_copy_35                                                                        
      0.0            1,856          1      1,856.0      1,856.0      1,856      1,856          0.0  triton_poi_fused__to_copy_81                                                                        
      0.0            1,824          1      1,824.0      1,824.0      1,824      1,824          0.0  triton_per_fused__to_copy_convolution_backward_85                                                   
      0.0            1,760          1      1,760.0      1,760.0      1,760      1,760          0.0  triton_poi_fused__to_copy_15                                                                        
      0.0            1,632          1      1,632.0      1,632.0      1,632      1,632          0.0  triton_poi_fused__to_copy_80                                                                        
      0.0            1,568          1      1,568.0      1,568.0      1,568      1,568          0.0  triton_poi_fused__to_copy_66                                                                        

