
NOTICE: Existing SQLite export found: profiles/gan_profile.sqlite
        It is assumed file was previously exported from: profiles/gan_profile.nsys-rep
        Consider using --force-export=true if needed.

Processing [profiles/gan_profile.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-x64/reports/cuda_api_sum.py]... 

 ** CUDA API Summary (cuda_api_sum):

 Time (%)  Total Time (ns)  Num Calls    Avg (ns)      Med (ns)     Min (ns)    Max (ns)    StdDev (ns)                         Name                      
      0.0           70,656         44      1,605.8      1,648.0      1,472      1,792        109.2  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, st…
      0.0           68,576         44      1,558.5      1,552.0      1,440      1,664         92.7  void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(a…
      0.0           68,352         10      6,835.2      6,512.0      6,368      9,472        945.3  triton_red_fused_convolution_backward_42                                                            
      0.0           66,271          1     66,271.0     66,271.0     66,271     66,271          0.0  triton_tem_fused__to_copy_convolution_67                                                            
      0.0           63,808          1     63,808.0     63,808.0     63,808     63,808          0.0  sm90_xmma_wgrad_indexed_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize256x64x64_warpgrou…
      0.0           60,735          1     60,735.0     60,735.0     60,735     60,735          0.0  triton_poi_fused_cat_63                                                                             
      0.0           58,624          8      7,328.0      7,136.0      6,208      8,992        956.0  sm90_xmma_wgrad_indexed_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_warpgroup…
      0.0           54,944          1     54,944.0     54,944.0     54,944     54,944          0.0  triton_poi_fused__to_copy_cat_52                                                                    
      0.0           54,432          1     54,432.0     54,432.0     54,432     54,432          0.0  triton_tem_fused__to_copy_convolution_62                                                            
      0.0           50,752          1     50,752.0     50,752.0     50,752     50,752          0.0  triton_tem_fused__to_copy_convolution_65                                                            
      0.0           50,079          1     50,079.0     50,079.0     50,079     50,079          0.0  triton_tem_fused__to_copy_convolution_leaky_relu_58                                                 
      0.0           49,632          1     49,632.0     49,632.0     49,632     49,632          0.0  nvjet_tst_64x128_64x8_1x1_v_ssched_bz_NTN                                                           
      0.0           45,312          1     45,312.0     45,312.0     45,312     45,312          0.0  sm90_xmma_wgrad_indexed_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize64x128x64_warpgrou…
      0.0           44,959          1     44,959.0     44,959.0     44,959     44,959          0.0  triton_poi_fused_leaky_relu_backward_68                                                             
      0.0           43,488          1     43,488.0     43,488.0     43,488     43,488          0.0  nvjet_tst_64x128_64x8_1x1_v_ssched_bz_NNN                                                           
      0.0           42,559          1     42,559.0     42,559.0     42,559     42,559          0.0  triton_poi_fused__to_copy_cat_55                                                                    
      0.0           41,472          1     41,472.0     41,472.0     41,472     41,472          0.0  triton_poi_fused_add_leaky_relu_backward_55                                                         
      0.0           39,455          2     19,727.5     19,727.5     16,639     22,816      4,367.8  sm80_xmma_wgrad_implicit_gemm_indexed_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage4_wa…
      0.0           38,464          3     12,821.3     14,048.0      9,952     14,464      2,493.6  triton_poi_fused__to_copy_convolution_leaky_relu_leaky_relu_backward_50                             
      0.0           38,048          1     38,048.0     38,048.0     38,048     38,048          0.0  nvjet_tst_64x192_64x6_1x2_h_ssched_bz_NTN                                                           
      0.0           37,343          1     37,343.0     37,343.0     37,343     37,343          0.0  triton_red_fused__to_copy_convolution_backward_29                                                   
      0.0           36,543          4      9,135.8      9,215.5      8,640      9,472        351.9  sm90_xmma_wgrad_indexed_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize128x128x64_warpgro…
      0.0           34,528          1     34,528.0     34,528.0     34,528     34,528          0.0  sm90_xmma_dgrad_implicit_gemm_indexed_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize256x128x64_warpgro…
      0.0           25,311          4      6,327.8      6,351.5      6,176      6,432        126.5  triton_poi_fused__to_copy_convolution_leaky_relu_59                                                 
      0.0           23,360          4      5,840.0      5,776.0      4,960      6,848        988.2  triton_poi_fused__to_copy_convolution_leaky_relu_leaky_relu_backward_54                             
      0.0           22,176         14      1,584.0      1,552.0      1,344      1,888        152.0  triton_poi_fused__to_copy_2                                                                         
      0.0           21,088         11      1,917.1      1,952.0      1,792      2,016         72.2  triton_per_fused__to_copy_convolution_backward_26                                                   
      0.0           20,832          1     20,832.0     20,832.0     20,832     20,832          0.0  triton_poi_fused_leaky_relu_backward_62                                                             
      0.0           20,576          1     20,576.0     20,576.0     20,576     20,576          0.0  sm90_xmma_dgrad_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize64x256x64_warpgroupsize1x1…
      0.0           19,104          1     19,104.0     19,104.0     19,104     19,104          0.0  triton_poi_fused_leaky_relu_backward_35                                                             
      0.0           17,824          9      1,980.4      1,888.0      1,728      2,272        203.9  triton_per_fused__to_copy_convolution_backward_33                                                   
      0.0           17,632          9      1,959.1      1,920.0      1,696      2,336        201.6  triton_per_fused__to_copy_convolution_backward_19                                                   
      0.0           17,600          1     17,600.0     17,600.0     17,600     17,600          0.0  triton_poi_fused_leaky_relu_backward_61                                                             
      0.0           17,568          6      2,928.0      3,040.0      2,144      3,264        407.2  triton_poi_fused__to_copy_22                                                                        
      0.0           17,248          1     17,248.0     17,248.0     17,248     17,248          0.0  triton_red_fused_convolution_backward_70                                                            
      0.0           17,023          2      8,511.5      8,511.5      8,064      8,959        632.9  sm80_xmma_wgrad_implicit_gemm_indexed_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize64x32x64_stage5_wa…
      0.0           15,744          1     15,744.0     15,744.0     15,744     15,744          0.0  triton_poi_fused_add_leaky_relu_backward_46                                                         
      0.0           15,040          1     15,040.0     15,040.0     15,040     15,040          0.0  void magma_sgemmEx_kernel<float, __nv_bfloat16, float, (bool)1, (bool)0, (int)6, (int)4, (int)6, (i…
      0.0           12,895          6      2,149.2      2,111.5      1,984      2,464        164.9  triton_poi_fused__to_copy_20                                                                        
      0.0           12,160          1     12,160.0     12,160.0     12,160     12,160          0.0  triton_poi_fused__to_copy_convolution_leaky_relu_leaky_relu_backward_64                             
      0.0           11,968          1     11,968.0     11,968.0     11,968     11,968          0.0  triton_red_fused__to_copy_convolution_backward_38                                                   
      0.0           11,872          5      2,374.4      2,272.0      2,176      2,720        221.0  triton_poi_fused__to_copy_43                                                                        
      0.0           11,360          1     11,360.0     11,360.0     11,360     11,360          0.0  triton_red_fused_leaky_relu_mul_sum_60                                                              
      0.0           10,976          1     10,976.0     10,976.0     10,976     10,976          0.0  triton_per_fused_leaky_relu_leaky_relu_backward_mul_sum_59                                          
      0.0           10,976          5      2,195.2      2,304.0      1,856      2,368        223.5  triton_poi_fused__to_copy_34                                                                        
      0.0           10,912          1     10,912.0     10,912.0     10,912     10,912          0.0  void tensorTransformGeneric<__nv_bfloat16, __nv_bfloat16, float, (bool)1, (bool)0, (bool)0, (cudnnK…
      0.0           10,688          1     10,688.0     10,688.0     10,688     10,688          0.0  triton_poi_fused_leaky_relu_backward_44                                                             
      0.0           10,400          1     10,400.0     10,400.0     10,400     10,400          0.0  triton_poi_fused_leaky_relu_backward_51                                                             
      0.0           10,144          1     10,144.0     10,144.0     10,144     10,144          0.0  triton_poi_fused_leaky_relu_backward_50                                                             
      0.0            9,664          6      1,610.7      1,536.0      1,312      2,016        317.9  void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<long>, std::array<ch…
      0.0            9,472          5      1,894.4      1,888.0      1,824      1,984         61.6  triton_poi_fused__to_copy_11                                                                        
      0.0            8,640          4      2,160.0      2,128.0      2,016      2,368        153.5  triton_poi_fused__to_copy_27                                                                        
      0.0            8,416          1      8,416.0      8,416.0      8,416      8,416          0.0  sm90_xmma_wgrad_indexed_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize256x64x64_warpgrou…
      0.0            8,064          1      8,064.0      8,064.0      8,064      8,064          0.0  triton_poi_fused_cat_57                                                                             
      0.0            7,712          1      7,712.0      7,712.0      7,712      7,712          0.0  void cutlass::Kernel2<cutlass_75_wmma_tensorop_s161616gemm_bf16_32x32_32x1_tn_align1>(T1::Params)   
      0.0            7,360          1      7,360.0      7,360.0      7,360      7,360          0.0  triton_per_fused_leaky_relu_leaky_relu_backward_mul_sum_48                                          
      0.0            7,296          1      7,296.0      7,296.0      7,296      7,296          0.0  sm90_xmma_wgrad_indexed_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize128x64x64_warpgrou…
      0.0            6,400          1      6,400.0      6,400.0      6,400      6,400          0.0  triton_red_fused_leaky_relu_mul_sum_49                                                              
      0.0            6,016          3      2,005.3      2,016.0      1,888      2,112        112.4  triton_poi_fused__to_copy_4                                                                         
      0.0            5,088          2      2,544.0      2,544.0      2,464      2,624        113.1  triton_poi_fused__to_copy_7                                                                         
      0.0            5,056          2      2,528.0      2,528.0      2,144      2,912        543.1  triton_poi_fused__to_copy_17                                                                        
      0.0            4,448          2      2,224.0      2,224.0      2,016      2,432        294.2  triton_poi_fused__to_copy_3                                                                         
      0.0            4,416          2      2,208.0      2,208.0      2,112      2,304        135.8  triton_poi_fused__to_copy_28                                                                        
      0.0            4,064          2      2,032.0      2,032.0      1,824      2,240        294.2  triton_poi_fused__to_copy_31                                                                        
      0.0            3,616          2      1,808.0      1,808.0      1,696      1,920        158.4  triton_poi_fused__to_copy_9                                                                         
      0.0            3,552          1      3,552.0      3,552.0      3,552      3,552          0.0  triton_red_fused__to_copy_convolution_backward_64                                                   
      0.0            3,488          1      3,488.0      3,488.0      3,488      3,488          0.0  triton_red_fused__to_copy_convolution_backward_53                                                   
      0.0            3,200          1      3,200.0      3,200.0      3,200      3,200          0.0  triton_red_fused__to_copy_convolution_backward_78                                                   
      0.0            3,200          2      1,600.0      1,600.0      1,504      1,696        135.8  triton_poi_fused__to_copy_convolution_25                                                            
      0.0            2,976          1      2,976.0      2,976.0      2,976      2,976          0.0  triton_tem_fused__to_copy_convolution_38                                                            
      0.0            2,688          1      2,688.0      2,688.0      2,688      2,688          0.0  triton_red_fused__to_copy_convolution_backward_89                                                   
      0.0            2,688          1      2,688.0      2,688.0      2,688      2,688          0.0  triton_red_fused_leaky_relu_mul_sum_54                                                              
      0.0            2,656          1      2,656.0      2,656.0      2,656      2,656          0.0  triton_red_fused_leaky_relu_mul_sum_65                                                              
      0.0            2,592          1      2,592.0      2,592.0      2,592      2,592          0.0  triton_tem_fused__to_copy_convolution_40                                                            
      0.0            2,592          1      2,592.0      2,592.0      2,592      2,592          0.0  triton_tem_fused__to_copy_convolution_41                                                            
      0.0            2,528          1      2,528.0      2,528.0      2,528      2,528          0.0  triton_red_fused_leaky_relu_mul_sum_79                                                              
      0.0            2,400          1      2,400.0      2,400.0      2,400      2,400          0.0  triton_poi_fused__to_copy_58                                                                        
      0.0            2,335          1      2,335.0      2,335.0      2,335      2,335          0.0  triton_poi_fused__to_copy_18                                                                        
      0.0            2,304          1      2,304.0      2,304.0      2,304      2,304          0.0  triton_poi_fused__to_copy_57                                                                        
      0.0            2,304          1      2,304.0      2,304.0      2,304      2,304          0.0  triton_tem_fused__to_copy_convolution_42                                                            
      0.0            2,240          1      2,240.0      2,240.0      2,240      2,240          0.0  triton_poi_fused__to_copy_23                                                                        
      0.0            2,240          1      2,240.0      2,240.0      2,240      2,240          0.0  triton_poi_fused__to_copy_24                                                                        
      0.0            2,240          1      2,240.0      2,240.0      2,240      2,240          0.0  triton_poi_fused__to_copy_52                                                                        
      0.0            2,208          1      2,208.0      2,208.0      2,208      2,208          0.0  triton_per_fused__to_copy_convolution_backward_11                                                   
      0.0            2,208          1      2,208.0      2,208.0      2,208      2,208          0.0  triton_poi_fused__to_copy_0                                                                         
      0.0            2,176          1      2,176.0      2,176.0      2,176      2,176          0.0  triton_poi_fused__to_copy_25                                                                        
      0.0            2,176          1      2,176.0      2,176.0      2,176      2,176          0.0  triton_poi_fused__to_copy_69                                                                        
      0.0            2,175          1      2,175.0      2,175.0      2,175      2,175          0.0  triton_poi_fused__to_copy_16                                                                        
      0.0            2,144          1      2,144.0      2,144.0      2,144      2,144          0.0  triton_per_fused__to_copy_convolution_backward_15                                                   
      0.0            2,112          1      2,112.0      2,112.0      2,112      2,112          0.0  triton_poi_fused__to_copy_12                                                                        
      0.0            2,112          1      2,112.0      2,112.0      2,112      2,112          0.0  triton_poi_fused__to_copy_36                                                                        
      0.0            2,080          1      2,080.0      2,080.0      2,080      2,080          0.0  triton_poi_fused__to_copy_21                                                                        
      0.0            2,080          1      2,080.0      2,080.0      2,080      2,080          0.0  triton_poi_fused__to_copy_45                                                                        
      0.0            2,080          1      2,080.0      2,080.0      2,080      2,080          0.0  triton_poi_fused__to_copy_83                                                                        
      0.0            2,079          1      2,079.0      2,079.0      2,079      2,079          0.0  triton_poi_fused__to_copy_13                                                                        
      0.0            2,048          1      2,048.0      2,048.0      2,048      2,048          0.0  triton_poi_fused__to_copy_14                                                                        
      0.0            2,048          1      2,048.0      2,048.0      2,048      2,048          0.0  triton_poi_fused__to_copy_47                                                                        
      0.0            2,048          1      2,048.0      2,048.0      2,048      2,048          0.0  triton_poi_fused__to_copy_6                                                                         
      0.0            2,016          1      2,016.0      2,016.0      2,016      2,016          0.0  triton_per_fused__to_copy_convolution_backward_71                                                   
      0.0            2,016          1      2,016.0      2,016.0      2,016      2,016          0.0  triton_poi_fused__to_copy_63                                                                        
      0.0            1,984          1      1,984.0      1,984.0      1,984      1,984          0.0  triton_poi_fused__to_copy_92                                                                        
      0.0            1,952          1      1,952.0      1,952.0      1,952      1,952          0.0  triton_poi_fused__to_copy_10                                                                        
      0.0            1,952          1      1,952.0      1,952.0      1,952      1,952          0.0  triton_poi_fused__to_copy_41                                                                        
      0.0            1,952          1      1,952.0      1,952.0      1,952      1,952          0.0  triton_poi_fused__to_copy_8                                                                         
      0.0            1,920          1      1,920.0      1,920.0      1,920      1,920          0.0  triton_per_fused__to_copy_convolution_backward_85                                                   
      0.0            1,920          1      1,920.0      1,920.0      1,920      1,920          0.0  triton_poi_fused__to_copy_29                                                                        
      0.0            1,920          1      1,920.0      1,920.0      1,920      1,920          0.0  triton_poi_fused__to_copy_30                                                                        
      0.0            1,856          1      1,856.0      1,856.0      1,856      1,856          0.0  triton_poi_fused__to_copy_15                                                                        
      0.0            1,856          1      1,856.0      1,856.0      1,856      1,856          0.0  triton_poi_fused__to_copy_77                                                                        
      0.0            1,856          1      1,856.0      1,856.0      1,856      1,856          0.0  triton_poi_fused__to_copy_81                                                                        
      0.0            1,824          1      1,824.0      1,824.0      1,824      1,824          0.0  triton_poi_fused__to_copy_19                                                                        
      0.0            1,824          1      1,824.0      1,824.0      1,824      1,824          0.0  triton_poi_fused__to_copy_67                                                                        
      0.0            1,824          1      1,824.0      1,824.0      1,824      1,824          0.0  triton_poi_fused__to_copy_80                                                                        
      0.0            1,792          1      1,792.0      1,792.0      1,792      1,792          0.0  triton_poi_fused__to_copy_39                                                                        
      0.0            1,792          1      1,792.0      1,792.0      1,792      1,792          0.0  triton_poi_fused__to_copy_56                                                                        
      0.0            1,760          1      1,760.0      1,760.0      1,760      1,760          0.0  triton_poi_fused__to_copy_32                                                                        
      0.0            1,760          1      1,760.0      1,760.0      1,760      1,760          0.0  triton_poi_fused__to_copy_35                                                                        
      0.0            1,696          1      1,696.0      1,696.0      1,696      1,696          0.0  triton_poi_fused__to_copy_33                                                                        
      0.0            1,663          1      1,663.0      1,663.0      1,663      1,663          0.0  triton_poi_fused__to_copy_93                                                                        
      0.0            1,568          1      1,568.0      1,568.0      1,568      1,568          0.0  triton_poi_fused__to_copy_66                                                                        

